PAYER,Process,SHS Status,PIC Desc,Records,Form Letter,ACK,Status,Category,Comment
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,MR-Uploaded to Payer Website,2,1,0,Error,Missing,Missing ACK
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,2,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,MR-Uploaded to Payer Website,1,1,0,Error,Missing,Missing ACK
UNITED HEALTHCARE,AEHR,C00,MR-Uploaded to Payer Website,2,1,0,Error,Missing,Missing ACK
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,4,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,0,0,0,Error,Missing,Missing Folder
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
OXFORD,AEHR,C00,Medical Records-Records found but not signed,1,1,0,Correct,Correct,
HEALTHFIRST,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
OXFORD,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,Correct,
BCBS HEALTHPLUS,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
BLUE CROSS BLUE SHIELD,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,0,0,Error,Missing,Missing FL
UNITED HEALTHCARE,AEHR,E16,AEHR-MR Records Saved but Not Uploaded,1,0,0,SHS Error,Correct,
OXFORD,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,3,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,2,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,3,1,0,Correct,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,2,0,0,Error,Missing,Missing FL
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,0,0,Error,Missing,Missing FL
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,Correct,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
UNITED HEALTHCARE EMPIRE,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE,AEHR,C00,MR-Uploaded to Payer Website,3,1,1,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,2,1,0,Correct,Correct,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,0,0,Error,Missing,Missing FL
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,0,0,Error,Missing,Missing FL
HUMANA,AEHR,E16,,0,0,0,SHS Error,Correct,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,4,0,0,Error,Missing,Missing FL
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
HUMANA,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,Correct,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,2,1,0,Correct,SHS Error,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,0,0,Error,Missing,Missing FL
HUMANA,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,SHS Error,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,0,0,Error,Missing,Missing FL
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
HUMANA,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
AFFINITY,AEHR,E16,,1,0,0,SHS Error,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,5,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Correct,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
HUMANA,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,2,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,6,1,0,Correct,SHS Error,
HEALTH INSURANCE PLAN,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,2,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,MR-Uploaded to Payer Website,1,1,1,Correct,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,0,0,Error,Missing,Missing FL
UNITED HEALTHCARE,AEHR,C00,MR-Uploaded to Payer Website,1,0,0,Error,Missing,Missing FL and ACK
UNITED HEALTHCARE EMPIRE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE EMPIRE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE EMPIRE,AEHR,C00,MR-Uploaded to Payer Website,2,1,1,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE EMPIRE,AEHR,C00,MR-Uploaded to Payer Website,1,1,1,Correct,SHS Error,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE,AEHR,E16,,1,0,0,SHS Error,SHS Error,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE,AEHR,C00,MR-Uploaded to Payer Website,1,1,0,Error,Missing,Missing ACK
UNITED HEALTHCARE,AEHR,E16,,1,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE,AEHR,C00,MR-Uploaded to Payer Website,1,1,0,Error,Missing,Missing ACK
UNITED HEALTHCARE,AEHR,E16,,2,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,E16,,2,0,0,SHS Error,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Correct,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,0,0,Error,Missing,Missing FL
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,2,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,E16,Medical Records-Records found but not signed,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,1,0,Correct,Correct,
UNITED HEALTHCARE,AEHR,C00,MR-Uploaded to Payer Website,1,1,0,Error,Missing,Missing ACK
UNITED HEALTHCARE,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,0,0,Error,Missing,Missing FL
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,0,0,Error,Missing,Missing FL
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Correct,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Records Saved but Not Uploaded,1,0,0,Error,Missing,Missing FL
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
WELLCARE,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,SHS Error,
HEALTHFIRST,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE EMPIRE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
AFFINITY,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
AFFINITY,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE EMPIRE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
AETNA,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,Correct,
AETNA,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
AFFINITY,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
AFFINITY,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE EMPIRE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
AFFINITY,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
GHI,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
GHI,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
AETNA,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
FIDELIS,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
BLUE CROSS BLUE SHIELD,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,SHS Error,
MAGNACARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
BLUE CROSS BLUE SHIELD,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE EMPIRE,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,Correct,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
AFFINITY,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,Correct,
BLUE CROSS BLUE SHIELD,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
BLUE CROSS BLUE SHIELD,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE EMPIRE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE EMPIRE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
BLUE CROSS BLUE SHIELD,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,SHS Error,
BLUE CROSS BLUE SHIELD,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE EMPIRE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
BLUE CROSS BLUE SHIELD,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
BLUE CROSS BLUE SHIELD,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
BLUE CROSS BLUE SHIELD,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
AETNA,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
AETNA,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
MEDICARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
WELLCARE,Powersign,C00,PSI-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,Powersign,E16,PSI-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
OXFORD,Sunrise,P00,SCM-MR Saved to MDrive,1,0,0,SHS Error,Correct,
UNITED HEALTHCARE,Sunrise,P00,MR-Uploaded to Payer Website,1,0,0,SHS Error,Correct,
UNITED HEALTHCARE,Sunrise,P00,,1,0,0,SHS Error,Correct,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
FIDELIS,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,Correct,
FIDELIS,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,3,1,0,Correct,SHS Error,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,2,1,0,Correct,SHS Error,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,2,1,0,Correct,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,Correct,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,Correct,
FIDELIS,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,3,1,0,Correct,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,Correct,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,Correct,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,Correct,
FIDELIS,Sunrise,E15,,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,Correct,
FIDELIS,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,Correct,
FIDELIS,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
FIDELIS,Sunrise,E03,,0,0,0,SHS Error,SHS Error,
FIDELIS,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
OXFORD,Sunrise,P00,,1,0,0,SHS Error,SHS Error,
OXFORD,Sunrise,P00,,1,0,0,SHS Error,SHS Error,
AFFINITY,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
AFFINITY,Sunrise,C00,SCM-MR Saved to MDrive,3,1,0,Correct,SHS Error,
AFFINITY,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
AFFINITY,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
WELLCARE,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,Correct,
AFFINITY,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,Correct,
AFFINITY,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
AFFINITY,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,Correct,
AFFINITY,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,Correct,
WELLCARE,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
UNITED HEALTHCARE EMPIRE,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE EMPIRE,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,Correct,
UNITED HEALTHCARE EMPIRE,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
WELLCARE,Sunrise,C00,SCM-MR Saved to MDrive,1,1,0,Correct,SHS Error,
WELLCARE,Sunrise,E16,SCM-MR Not Saved to MDrive,0,0,0,SHS Error,SHS Error,
