PAYER,Coding Tool,SHS Status,PIC Desc,ACK,Form Letter,Proofs,Status,Category,Comment
UNITED HEALTHCARE EMPIRE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,0,0,0,0,0,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,0,0,0,1,3,SHS Error,,
BCBS HEALTHPLUS,BCBS,P00,0,0,0,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,2,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,E07,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,E05,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,E05,0,0,1,3,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E05,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,E07,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,E16,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,4,SHS Error,,
UNITED HEALTHCARE,UHC,E07,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E07,0,0,0,2,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E16,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E07,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,E05,0,0,1,1,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E16,0,0,0,3,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,E16,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,E07,0,0,0,0,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,E07,0,0,0,2,SHS Error,,
UNITED HEALTHCARE,UHC,0,0,0,1,1,SHS Error,,
BCBS HEALTHPLUS,BCBS,C00,0,0,0,2,Error,Missing,Missing PIC and FL
UNITED HEALTHCARE EMPIRE,UHC,0,0,0,1,3,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,0,0,0,1,4,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,E07,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E16,0,0,0,3,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
LOCAL 1199,McKesson,0,0,0,0,2,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,E05,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE EMPIRE,UHC,C00,0,0,0,2,Error,Website Not Available,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E16,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BCBS HEALTHPLUS,BCBS,C00,0,0,0,0,Error,Missing,Missing All
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BCBS HEALTHPLUS,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BCBS HEALTHPLUS,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BCBS HEALTHPLUS,BCBS,C00,0,0,0,0,Error,Missing,Missing All
BCBS HEALTHPLUS,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
BLUE CROSS BLUE SHIELD,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
LOCAL 1199,McKesson,E16,0,0,0,2,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE,UHC,E16,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,C00,0,0,0,0,Error,Website Not Available,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,3,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,1,SHS Error,,
BCBS HEALTHPLUS,BCBS,C00,0,0,1,1,Error,Missing,Missing PIC
UNITED HEALTHCARE EMPIRE,UHC,C00,0,0,0,2,Error,Website Not Available,
BCBS HEALTHPLUS,BCBS,C00,0,0,0,0,Error,Missing,Missing All
UNITED HEALTHCARE EMPIRE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E07,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,0,0,SHS Error,,
LOCAL 1199,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
LOCAL 1199,McKesson,E03,0,0,0,0,SHS Error,,
LOCAL 1199,McKesson,E03,0,0,0,0,SHS Error,,
LOCAL 1199,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
GHI,McKesson,E03,0,0,0,0,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,0,0,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,0,0,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,0,0,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,0,0,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,0,0,SHS Error,,
LOCAL 1199,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
LOCAL 1199,McKesson,E03,0,0,0,0,SHS Error,,
LOCAL 1199,McKesson,E03,0,0,0,0,SHS Error,,
HEALTHFIRST,McKesson,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,1,3,SHS Error,,
OXFORD,McKesson,E03,0,0,1,3,SHS Error,,
AETNA,McKesson,E03,0,0,1,1,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,1,2,SHS Error,,
OXFORD,McKesson,E03,0,0,0,0,SHS Error,,
AETNA,McKesson,E03,0,0,1,2,SHS Error,,
AETNA,McKesson,E03,0,0,1,1,SHS Error,,
AETNA,McKesson,E03,0,0,1,3,SHS Error,,
AETNA,McKesson,E03,0,0,1,1,SHS Error,,
AETNA,McKesson,E03,0,0,1,1,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,1,1,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,1,1,SHS Error,,
AETNA,McKesson,E03,0,0,1,1,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,0,0,1,2,SHS Error,,
AETNA,McKesson,E03,0,0,1,1,SHS Error,,
AETNA,McKesson,E03,0,0,1,1,SHS Error,,
AETNA,McKesson,E03,0,0,1,1,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BCBS HEALTHPLUS,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,E03,0,0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,P00,0,0,1,1,SHS Error,,
UNITED HEALTHCARE,UHC,E05,0,0,1,1,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,E03,"Bundling-Review for Modifier CCN, Proof Saved",0,1,4,SHS Error,,
AETNA,McKesson,E03,"Bundling-Write off Required, Proof Saved",0,1,3,SHS Error,,
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,
UNITED HEALTHCARE,UHC,C00,Bundling-Appeal Uploaded,1,1,4,Correct,,Should not have been appealed - CCN required
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,
OXFORD,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,4,Correct,,
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,
OXFORD,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
GHI,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
OXFORD,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
GHI,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,
